identifiant,pays_code,pays,secteur_activite_code,secteur,denomination_sociale,adresse_1,adresse_2,adresse_3,adresse_4,code_postal,ville
TLLVOLCY,[DE],ALLEMAGNE,[MED],Médicaments humains,Merck Médication Familiale,163-165 Quai Aulagnier,"","","",92600,Asnières sur Seine
WQAITRKL,[FR],FRANCE,[MED],Médicaments humains,P&G HEALTH FRANCE,163-165 Quai Aulagnier,"","","",92600,Asnières sur Seine
JZUXMSEZ,[FR],FRANCE,[PA],Prestataires associés,HBMOTION,150 Rue Miromesnil,"","","",75008,PARIS
OXHIEBIY,[FR],FRANCE,[PA],Prestataires associés,ELIVIE,16 rue de Montbrillant,BUROPARC RIVE GAUCHE,"","",69003,LYON
HMBAQRFM,[FR],FRANCE,[AUT],Autres,Karin Valade,Chemin de Montmeyan Clos Susville,Chemin de Montmeyan Clos Susville,Chemin de Montmeyan Clos Susville,Chemin de Montmeyan Clos Susville,83670,TAVERNES
EOOBUBZN,[FR],FRANCE,[DM],Dispositifs médicaux,SARL PACIMED,125 Chemin des Limites,"","","",30330,Tresques
ODQPYMUN,[FR],FRANCE,[PA],Prestataires associés,Simon-Kucher & Partners,17 Square Edouard VII,"","","",75009,Paris
QYVINAZS,[FR],FRANCE,[DM],Dispositifs médicaux,SAS BPDM,"1 Impasse du Meix Durand, Étaules, France","","","",21121,etaules
FIMEPBVF,[FR],FRANCE,[DM],Dispositifs médicaux,STATERA ORTHO,600 Rue anne de Chypre,"","","",73000,JACOB BELLECOMBETTE
VFWUHSSB,[GB],ROYAUME-UNI,[PA],Prestataires associés,Lightning API Ltd,Lightning API Ltd,12 Tentercroft Street,"","",LN5 7DB,Lincoln
VJFEGTYP,[CH],SUISSE,[AUT],Autres,Alcimed SARL,"31, rue de l'Ale","","","",1003,Lausanne 
NPKXDLWG,[FR],FRANCE,[MED],Médicaments humains,Enterome SA,94/96 avenue Ledru Rollin,"","","",75011,Paris
DXLBIUFC,[GB],ROYAUME-UNI,[PA],Prestataires associés,Worldone Research Limited d/b/a SERMO,"3 Murphy Street, floor 3","3 Murphy Street, floor 3","3 Murphy Street, floor 3","3 Murphy Street, floor 3",SE1 7FP,London
QGERQFKM,[US],ÉTATS-UNIS,[AUT],Autres,"International Health Management Association, Inc.",2122 Palmer Drive,"","","",60173,Schaumburg
SWHRBUXM,[FR],FRANCE,[MV],Médicament vétérinaire,Zoetis France,10 rue Raymond David ,"","","",92240,Malakoff
OBBZKCAC,[FR],FRANCE,[MED],Médicaments humains,VENIPHARM,4 BUREAUX DE LA COLLINE,"","","",92213,SAINT-CLOUD
UKTDQUAI,[ES],ESPAGNE,[DM],Dispositifs médicaux,Medlumics S.L.,Plaza de Encina 10-11,"nucleo 3, 2A","","",28760,Tres Cantos
ESDUKDZQ,[FR],FRANCE,[PA],Prestataires associés,AXAIR SANTE,Rue Maurice Herzog,"","","",73420,VIVIERS DU LAC
LBNKADNA,[FR],FRANCE,[PA],Prestataires associés,ASDIA,Boulevard René Leriche,Bâtiment du CEED,"","",67200,STRASBOURG
OLBFBXCM,[AT],AUTRICHE,[MED],Médicaments humains,Boehringer Ingelheim RCV GmbH & Co KG,Dr.-Boehringer-Gasse 5-11,"","","",1121 ,WIEN
KUMMKJRK,[FR],FRANCE,[MV],Médicament vétérinaire,OBIONE,239 RUE FERNAND LEGER,"","","",71000,MACON 
RPBKVJIX,[BR],BRÉSIL,[MED],Médicaments humains,PTC FARMACEUTICA DO BRASIL LTDA,ESTRADA DA LAGOINHA 501 BLOCO 04 VA,"","","",06730000,sao paulo
STVUPIKI,[PT],PORTUGAL,[DM],Dispositifs médicaux,ROCHE PORTUGAL,"Estrada Nacional, 249-1	","","","",2720 413,Amadora
VCHAPYDD,[FR],FRANCE,[AUT],Autres,SARL APOLES SANTE,BAT 16 RUE DES TERRES NEUVES,BP152,"","",33321 ,BEGLES CEDEX
NYENNDAS,[FR],FRANCE,[PA],Prestataires associés,CLIN-EXPERTS,36 AV D'ITALIE ,TOUR RUBIS,"","",75013,PARIS 13
EQTZMRPY,[FR],FRANCE,[PA],Prestataires associés,Dynavie,244bis ave Marx Dormoy,"","","",92120,Montrouge
VKSDXZHR,[SG],SINGAPOUR,[MED],Médicaments humains,Boehringer Ingelheim Singapore Pte Ltd,"300 Beach Road, #38-00",The Concourse,"","",199555,SINGAPORE
VYNUOIHP,[FR],FRANCE,[AUT],Autres,Johnson et Johnson Santé Beauté France,1 RUE CAMILLE DESMOULINS,"","","",92130,ISSY LES MOULINEAUX
HGHJUFHV,[FR],FRANCE,[AUT],Autres,Medeo,19 rue louis guerrin,étage 1,"","",69100,Villeurbanne
CGDETDSX,[FR],FRANCE,[AUT],Autres,LILAS 3,PARC ACTIVITE SUD LOIRE,"","","",85612,MONTAIGU
GUHBDGTC,[FR],FRANCE,[DM],Dispositifs médicaux,Seven Dreamers Europe,27 avenue de l'Opéra,"","","",75001,PARIS
BBMMHLDC,[FR],FRANCE,[AUT],Autres,CEN Research,24 bd Jeanne d'Arc,"","","",21000,DIJON
VAVHENYC,[US],ÉTATS-UNIS,[MED],Médicaments humains,"Amarin Pharma, Inc.",440 Route 22,"","","",08807,Bridgewater NJ
NBGEFSDH,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,ROCHE ETATS-UNIS TCRC,"Roche Translational & Clinical Research Center, 430 East 29th Street","","","",10016 ,New York
UAJFKSDL,[FR],FRANCE,[PA],Prestataires associés,Kantar Health,3 avenue Pierre Masse,"","","",75014,Paris
FTJBXBHD,[FR],FRANCE,[MV],Médicament vétérinaire,ALCYON FRANCE,27 rue Damesme,"","","",75013,Paris
FAVQQUNY,[FR],FRANCE,[DM],Dispositifs médicaux,MA SANTE A DOMICILE SAS,5 RUE LOUIS PASTEUR,"","","",28630,LE COUDRAY
MTAWGVTF,[ES],ESPAGNE,[DM],Dispositifs médicaux,MEDLUMICS SL,Plaza de la Encina 10-11,"Nucleo 3, 2ºA","","",28760,"Tres Cantos, Madrid"
BSVYINJF,[AT],AUTRICHE,[MED],Médicaments humains,AOP Orphan Pharmaceuticals AG,Wilhelminenstrasse 91/II f 1160,"","","",1160,Vienne
XPCTJAAR,[FR],FRANCE,[DM],Dispositifs médicaux,EVADOM,1437 rue du pont de Laverune,"","","",34070,MONTPELLIER
QMMTRQSI,[FR],FRANCE,[AUT],Autres,TAMING HEALTHCARE,24 rue des Bons Raisins,"","","",92150,Suresnes
QSMSXCRI,[FR],FRANCE,[DM],Dispositifs médicaux,PERF DOM,RUE FRANCOIS DURAFOUR,RUE FRANCOIS DURAFOUR,RUE FRANCOIS DURAFOUR,RUE FRANCOIS DURAFOUR,42160,ANDREZIEUX BOUTHEON
TCHQZGRM,[FR],FRANCE,[MED],Médicaments humains,AMOMED PHARMA,15 RUE JEANNE BRACONNIER,"","","",92360,MEUDON
LEDGHFRN,[FR],FRANCE,[PA],Prestataires associés,SANTEADOM SAS,"17, MARTIN LUTHER KING","","","",38400,SAINT MARTIN D'HERES
WXSOXKVR,[FR],FRANCE,[DM],Dispositifs médicaux,Neo Medical S.A.S.,Allée de la Mandallaz,Duo Cité A,PAE De la Bouvarde ,Rte de Lausanne 157A,74370,Metz-Tessy
HPNLUDGF,[FR],FRANCE,[AUT],Autres,HOPSCOTCH CONGRES,23/25 rue Notre Dame des Victoires,"","","",75002,Paris
FJKZFIUC,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,NG Biotech,Parc d'activités de Courbouton ,Secteur 1,Atelier relais le Tremplin,"",35480,Guipry
XAKVHLAI,[FR],FRANCE,[AUT],Autres,Centre d'Audition Bruant,17 Rue du Château,"","","",21000,DIJON
QFSUOFDT,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,Qiagen France SAS,3 Avenue du Canada,LP 809,Bâtiment EPSILON,"",91974,Courtaboeuf Cedex
NJJXKHON,[FR],FRANCE,[PA],Prestataires associés,ADEP ASSISTANCE,6 rue Cognacq-Jay,"","","",75007,PARIS
LPAUWFZY,[FR],FRANCE,[DM],Dispositifs médicaux,CHARMANT FRANCE SARL,Parc d'activité des Chanteraines,"10, rue du Commandant d'Estienne d'orves","","",92396,VILLENEUVE LA GARENNE
JRKXVUZJ,[CA],CANADA,[MED],Médicaments humains,Vitaeris Inc.,1500-355 Burrard Street,"","","",V6C 2G8 ,Vancouver
OTHXPTMD,[FR],FRANCE,[MED],Médicaments humains,Provepharm Life Solutions,22 Rue Marc Donadille,Les Baronnies,"","",13013,Marseille
NTQPZDLG,[FR],FRANCE,[MED],Médicaments humains,MYLAN MEDICAL SAS,40/44 rue Washington,"","","",75008,PARIS
MDRHGABI,[NL],PAYS-BAS,[AUT],Autres,WorldOne Group B.V.,KRUIDONK 66,"","","", 6222PH,MAASTRICHT
ZLNVFULO,[FR],FRANCE,[DM],Dispositifs médicaux,DTAMedical,5 impasse du finistere,5 impasse du finistere,5 impasse du finistere,5 impasse du finistere,39300,Loulle
SANSROKX,[FR],FRANCE,[PA],Prestataires associés,AMSANTE77,52 boulevard d'Emerainville,"","","",77183,croissy beaubourg
KSBAPHUO,[FR],FRANCE,[DM],Dispositifs médicaux,NordPerft59,60 rue Roger BRABANT,AEROVAL,20 AVENUE HENRI GRUSON,20 AVENUE HENRI GRUSON,59121,PROUVY
ZJZXUCJO,[FR],FRANCE,[PA],Prestataires associés,ADAIR,AVENUE DE L'HOPITAL,"","","",62740,FOUQUIERES-LES-LENS
HQCOMYHC,[FR],FRANCE,[DM],Dispositifs médicaux,VM HEALTH,497 rue emma taris,497 rue emma taris,497 rue emma taris,497 rue emma taris,40210,LABOUHEYRE
SBBDNPKV,[FR],FRANCE,[MED],Médicaments humains,THEA OPEN INNOVATION,12 RUE LOUIS BLERIOT,ZI DU BREZET,"","",63100,CLERMONT-FERRAND
ELSCOSSH,[FR],FRANCE,[MED],Médicaments humains,EFFIK,9/11 rue Jeanne Braconnier,"Bâtiment ""Le Newton""","","",92366,MEUDON LA FORET
NCKDROVE,[CH],SUISSE,[MED],Médicaments humains,Octapharma AG - Switzerland,Seidenstrasse 2,"","","",8853,Lachen
NKUSXQPC,[CH],SUISSE,[MED],Médicaments humains,Ferring International Center SA,CH. DE LA VERGOGNAUSAZ 50 ,"","","",1162,SAINT PREX
GYDUXZDE,[FR],FRANCE,[MED],Médicaments humains,GENFIT,885 avenue Eugène Avinée,Parc Eurasanté,"","",59120,LOOS
UZGDPDZR,[FR],FRANCE,[DM],Dispositifs médicaux,LR AUDITION,20 rue Emile Martin,"","","",18000,BOURGES
YVMQKKKU,[US],ÉTATS-UNIS,[AUT],Autres,MARKET ACCESS TRANSFORMATION,"51 JFK Parkway, 1st Floor West ","","","",NJ 07078,Short Hills
NJMIVFVQ,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,Corindus Vascular Robotics,"309 Waverley Oaks Road, Suite 105","","","",02452,Waltham
BJXSPHVN,[FR],FRANCE,[DM],Dispositifs médicaux,Laboratoires FILL-MED,2 rue de Lisbonne,"","","",75008,Paris
KVVTURRV,[FR],FRANCE,[MED],Médicaments humains,CEMAG CARE,55 RUE DE TURBIGO,"","","",75003,PARIS
GNERJYGB,[FR],FRANCE,[PA],Prestataires associés,AEP Véronique PADROD,"18, Bd J F Kennedy",Résidence Le Baudelaire,"","",66100,Perpignan
OTJEGAYA,[FR],FRANCE,[DM],Dispositifs médicaux,SARL  FOURREY,12 PLACE DE LHOTEL DE VILLE,"","","",02300,CHAUNY
APLOZVBN,[CH],SUISSE,[DM],Dispositifs médicaux,TRB Chemedica International S.A.,Rue Michel-Servet 12,"","","",1206,Genève
UELMHZIH,[FR],FRANCE,[PC],Produits cosmétiques,Regentis-Pharma,51 Rue Cognacq Jay,SFR Cap Santé,"","",51100,Reims
KPJMKLWO,[FR],FRANCE,[DM],Dispositifs médicaux,SOFT MEDICAL AESTHETICS,55 BOULEVARD PEREIRE,"","","",75017,PARIS
CDLACVZP,[FR],FRANCE,[DM],Dispositifs médicaux,audition jegu manuella,23 Grande Rue,"","","",22800,quintin
OEWHWINJ,[FR],FRANCE,[DM],Dispositifs médicaux,BLANDAMOUR AUDITION,110 rue des meletieres,ZA les closets,"","",61100,FLERS
PNLUIORT,[FR],FRANCE,[MED],Médicaments humains,INDIVIOR France,1-5 avenue Carnot,"","","",91300,MASSY
ZZBSTAWA,[FR],FRANCE,[DM],Dispositifs médicaux,Analytic BioSurgical Solutions,14 rue de la télématique,"","","",42000,SAINT ETIENNE
BFJCOMGV,[FR],FRANCE,[PA],Prestataires associés,Hamamatsu Photonics France SARL,19 rue du Saule Trapu,"","","",91300,Massy
LGHBZXDO,[FR],FRANCE,[AUT],Autres,EUROMEDS,58 AV DE WAGRAM,"","","",75017,PARIS
SEGIHEOQ,[AE],ÉMIRATS ARABES UNIS,[MED],Médicaments humains,Takeda Pharmaceuticals FZCO,"Building 71, Third Floor, MPC","","","",00000,Dubai Health Care City
SMQXMOZE,[CN],CHINE,[MED],Médicaments humains,Takeda China Holdings co,"Building B, Pingan International Financial Center, No.3 Xinyuan South Road","","","",100027,Beijing
PZKDAQSI,[PT],PORTUGAL,[MED],Médicaments humains,Takeda Pharmaceutical Portugal,Avenida da Torre de Belém,"","","",1400 342,Lisboa
APMOJLYT,[DZ],ALGÉRIE,[MED],Médicaments humains,"Takeda Pharmaceutical FZCO, Bureau de liaison Alger",Villa 35 Cooperative Djenane Delly Brahim,"","","",16320,Alger
AEIEDXKW,[NO],NORVÈGE,[MED],Médicaments humains,Takeda Norway,Drammensveien 852,"","","",1383,Asker
IIXRHSGB,[FR],FRANCE,[MED],Médicaments humains,SANOFI AVENTIS FRANCE,82 avenue raspail,"","","",94250,GENTILLY
WLXDSYXM,[US],ÉTATS-UNIS,[AUT],Autres,Solutions Finances,300 Fourth Street,"","","",70070,Luling
SWSSKYKJ,[FR],FRANCE,[PA],Prestataires associés,eurl lb sante,3 bis chemin de la jonchere,"","","",92500,rueil malmaison
IABHUHWW,[US],ÉTATS-UNIS,[MED],Médicaments humains,BioMarin Pharmaceutical Inc.,105 Digital Drive,"","","",94949 ,Novato
MENXLGYA,[FR],FRANCE,[AUT],Autres,ASSOCIATION ALAIN AFFLELOU,11 RUE D'ARGENSON,"","","",75008,PARIS
POKQKMLX,[FR],FRANCE,[AUT],Autres,SARL SPRINGBOARD,83 Rue Vaneau,"","","",75007,Paris
DNMTAFLN,[FR],FRANCE,[DM],Dispositifs médicaux,ATOUTSOIN,5 RUE MEYNIER,"","","",57630,VIC SUR SEILLE
ZPDSUXBR,[FR],FRANCE,[PA],Prestataires associés,FSK,52 AVENUE JEAN JAURES,"","","",69600,OULLINS
AVWFYMJZ,[FR],FRANCE,[DM],Dispositifs médicaux,CLERAD SAS,15 RUE PATRICK DEPAILLER,"","","",63000,CLERMONT FERRAND
NPQAEVRL,[FR],FRANCE,[MED],Médicaments humains,MaaT Pharma,317 AVENUE JEAN JAURES,"","","",69007,LYON
STYLOBDQ,[BE],BELGIQUE,[DM],Dispositifs médicaux,Cardinal Health Belgium 505 BVBA,Avenue Du Port 86C/204,"","","",1000,Bruxelles
CFQPIYNY,[FR],FRANCE,[AUT],Autres,VALBIOTIS,40 RUE CHEF DE BAIE,"","","",17000,LA ROCHELLE
SNFODNNZ,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,AMO Germany GmbH,Rudolf - Plank- Str . 31,"","","",76275,ETTLINGEN
TEHRGZXF,[FR],FRANCE,[AUT],Autres,Philips Santé@Domicile,33 rue de Verdun,"","","",92150,Suresnes
ZCQWRDLE,[US],ÉTATS-UNIS,[MED],Médicaments humains,ContraFect Corporation,28 Wells Avenue,"","","",10701,Yonkers
MIDIVVAQ,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,IOWA APPROACH INC,3715 Haven Ave. Suite 110,"","","",94025,Menlo Park
LYPHFLWZ,[FR],FRANCE,[PA],Prestataires associés,Viroa Conseil,"44, rue Charles Péguy","","","",49000,Angers
WPZNZAQK,[BE],BELGIQUE,[MED],Médicaments humains,AESCULAPE CRO BELGIUM BVBA,"Belseledorp 116, bus 0101","","","",9111,Belsele
NVXZUZHW,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,ALERE SAS,"21, rue Albert Calmette ",Bâtiment B4,"","",78350,JOUY-EN-JOSAS
OVXVWAOT,[FR],FRANCE,[MED],Médicaments humains,INVENTIVA,50 RUE DE DIJON,"","","",21121,DAIX
MWAOWHSE,[FR],FRANCE,[DM],Dispositifs médicaux,American Orthodontics,65 rue Jean Monnet,Parc des collines,"","",68200,MULHOUSE
DTVMRJKH,[US],ÉTATS-UNIS,[MED],Médicaments humains,United Therapeutics Corporation,55 T.W. Alexander Drive,"","","",27709,"Research Triange Park, NC"
FDOPLLXF,[FR],FRANCE,[AUT],Autres,Listening Pharma,"92, avenue André Morizet","","","",92100,Boulogne Villancourt
NBSRCFCY,[CH],SUISSE,[DM],Dispositifs médicaux,Zimmer GmbH,Sulzerallee 8,"","","",8404,Winterthur
KAICXTUI,[IT],ITALIE,[DM],Dispositifs médicaux,GRUPPO BIOIMPIANTI,Via Liguria 28,"","","",20068,PESCHIERA BORROMEO
EEGFMJDQ,[FR],FRANCE,[AUT],Autres,OPUSLINE,20 AVENUE DE L'OPERA,20 AVENUE DE L'OPERA,20 AVENUE DE L'OPERA,20 AVENUE DE L'OPERA,75001,PARIS
JPAFXTVJ,[US],ÉTATS-UNIS,[MED],Médicaments humains,RJM Group LLC,13028 Smoketown Road,"768, Savannah Drive","768, Savannah Drive","768, Savannah Drive",22192,Woodbridge
MIIUXHAV,[BE],BELGIQUE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,Fujirebio Europe NV,Technologiepark 6,"","","",9052,Zwijnaarde 
OOVKIUEK,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,NEURVANA MEDICAL LLC,3002 Dow Ave Suite 138,"","","",92780,Tustin
RLFWKIDT,[FR],FRANCE,[AUT],Autres,QUANTA MEDCIAL,16 avenue des Châteaupieds,"","","",92500,RUEIL-MALMAISON
GFRYIWNS,[GB],ROYAUME-UNI,[MED],Médicaments humains,Blueprint Partnership,Blueprint Partnership,MIOC,Styal Road,"",M22 5WB,Manchester
IXAAFNRV,[FR],FRANCE,[DM],Dispositifs médicaux,OMD,La chapellerie,"","","",26200,MONTELIMAR
FBJQVJEA,[FR],FRANCE,[DM],Dispositifs médicaux,EXCELLENCE PERF. A DOMICILE/STUDIOSANTE 39,Magellan 2,"420, rue Blaise Pascal","","",39000,LONS LE SAUNIER
ANIJYXHU,[FR],FRANCE,[PC],Produits cosmétiques,LABORATOIRES LIERAC,99 rue du Faubourg Saint-Honoré,"","","",75008,PARIS
JYMTUADZ,[FR],FRANCE,[PA],Prestataires associés,SOMNIPLANET,"92, avenue Charles de Gaulle",CS30082,"","",92200,NEUILLY SUR SEINE
TSQEBGNR,[FR],FRANCE,[DM],Dispositifs médicaux,CLAD SANTE,11 rue Gustave Madiot,"","","",91070,BONDOUFLE
AVIXXEBS,[FR],FRANCE,[AUT],Autres,GROUPE INTERACTION,65 RUE REINE DES BOIS,"","","",76230,BOIS-GUILLAUME
BZITBAIX,[FR],FRANCE,[AUT],Autres,CANCERODIGEST,84 avenue de la république,84 avenue de la République,cedex 2,"",63050,CLERMONT FERRAND
JVICSZMD,[FR],FRANCE,[AUT],Autres,ELEMENTS SANTÉ,84 AVNUE DE LA REPUBLIQUE,84 avenue de la République,cedex 2,"",63050,CLERMONT FERRAND
FFOYMAUW,[CH],SUISSE,[AUT],Autres,Kenes International Organisers of Congresses SA,Rue François-Versonnex 7,"","","",1207,Genève
ZLQYUXMW,[BE],BELGIQUE,[MED],Médicaments humains,ASIT BIOTECH,7 rue des chasseurs ardennais,"","","",4031 ,ANGLEUR
AWEJAZSX,[GR],GRÈCE,[DM],Dispositifs médicaux,Micrel Medical Devices SA,113 Geraka Avenue,Gerakas ,"","",15344,Athènes 
BLODTUPQ,[FR],FRANCE,[AUT],Autres,TIME TO BE (Time2B Consulting),2 rue Crétet,"","","",75009,Paris
BWCIBSER,[US],ÉTATS-UNIS,[PA],Prestataires associés,Aptus Health Inc.,55 Walkers Brook Drive,Suite 500,"","",MA 01867,READING
FHAPRVYH,[IT],ITALIE,[AUT],Autres,IQVIA,VIA FABIO FILZI 29,"","","",20124,MILANO
HXZYCLJH,[FR],FRANCE,[MV],Médicament vétérinaire,HIPPOCAMPE,12 RUE DES VAUX DE LA FOLIE,"","","",14000,CAEN
LREGKOVN,[FR],FRANCE,[AUT],Autres,Arterys Sarl,34 Avenue des Champs elysee,162 rue de Rivoli,"","",75008,Paris
RMVDZSTS,[GB],ROYAUME-UNI,[AUT],Autres,MedOutcomes Ltd,3rd Floor 86-90 Paul Street,"","","",EC2A 4NE , London
CNPEFTAN,[FR],FRANCE,[DM],Dispositifs médicaux,ELPI SANTE,5 A rue PIERRE MOUZIN,"","","",57050,Metz
DRZVSBLQ,[FR],FRANCE,[PA],Prestataires associés,CENTRE DE FORMATION EN HOMEOPATHIE - CDFH,20 ROUTE DE LA LIBERATION,"","","",69110,STE FOY LES LYON
RLRAOZYK,[SE],SUÈDE,[AUT],Autres,IQVIA Medical Radar,Prästgârdsgatan 28,"","","",431 44,Mölndal
JHBPJCRW,[SE],SUÈDE,[MED],Médicaments humains,Albireo AB,Arvid Wallgrens backe 20,"","","",413 46,Göteborg
WUMCJJJO,[FR],FRANCE,[AUT],Autres,RAISON DE SANTE,12 rue de l'ancienne comédie,"","","",75006,PARIS
MEZYZTRK,[FR],FRANCE,[DM],Dispositifs médicaux,AVENIR ORTHO SOLUTIONS,4 rue Hélène Boucher,Immeuble le Pluton,"","",78280,Guyancourt
DPWPOVCK,[FR],FRANCE,[DM],Dispositifs médicaux,VYAIRE MEDICAL SAS,1 rue favart,"","","",75002,Paris
JJTZAEPB,[FR],FRANCE,[MED],Médicaments humains,AveXis EU Limited,14 RUE DE DUNKERQUE,CS 2001,"","",75475,PARIS CEDEX 10
WIRZZTIX,[FR],FRANCE,[MV],Médicament vétérinaire,Alivira France,Tour Essor,"14, rue Scandicci","","",93500,Pantin
PVVDJQJG,[FR],FRANCE,[AUT],Autres,Wedo studios,10 Rue de Marseille,"","","",75010,Paris
ZBRBFRRJ,[FR],FRANCE,[DM],Dispositifs médicaux,CARESTREAM DENTAL FRANCE,8 rue François Villon,"","","",75015,PARIS
VESBUQYZ,[FR],FRANCE,[DM],Dispositifs médicaux,MED'OUEST SPINE,12 RUE BERNARD MOITESSIER,"","","",56880,PLOEREN
FUURBBEA,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,LAUNCH Diagnostics France SAS,6 avenue Franklin D. Roosevelt,"","","",75008,Paris
YVVWOMSN,[FR],FRANCE,[DM],Dispositifs médicaux,LAC,100 rue Bernardin de Saint Pierre,29 bd W.Churchill,"","",76600,LE HAVRE
AAXGPFGG,[BE],BELGIQUE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,Biocartis NV,Generaal De Wittelaan 11 B3,"","","",2800,Mechelen
TIJKLRUB,[GR],GRÈCE,[MED],Médicaments humains,AbbVie Pharmaceuticals S.A.,41 45 marinou antypa av,"","","",14121,ATHENS
HVXDYTZA,[FR],FRANCE,[DM],Dispositifs médicaux,LABORATOIRES COLOPLAST,6 RUE DE ROME,LES JARDINS DU GOLF,"","",93561,ROSNY SOUS BOIS CEDEX
UJJKGUQH,[FR],FRANCE,[DM],Dispositifs médicaux,ETXEKO SANTE,4 chemin de l'Aviation,"","","",64200,BASSUSSARRY
XCUWXKLD,[FR],FRANCE,[MED],Médicaments humains,PHOENIX PHARMA,1 RUE DES BOUVETS ,ZA DES BOUVETS ,"","",94000,CRETEIL
LBXIMWAW,[US],ÉTATS-UNIS,[MED],Médicaments humains,Corcept Therapeutics Incorporated,149 Commonwealth Drive,"","","",94025,Menlo Park
DHVJYSFN,[FR],FRANCE,[MED],Médicaments humains,CSL BEHRING SA,30 RUE CAMBRONNE,"","","",75015,PARIS
HQGBAEGF,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,INTUITIVE SURGICAL DEUTSCHLAND GmbH,Pelmanstr. 46,"","","",45131,ESSEN
FZOZOGWP,[FR],FRANCE,[AUT],Autres,SOUN,45 rue Louis Blanc,Maison de La Mécanique,"","",92400,Courbevoie
MZZGSKZN,[BE],BELGIQUE,[MED],Médicaments humains,Tools4Patient S.A.,Rue Auguste Piccard 48,"","","",6041,Gosselies
PKLLKKRZ,[GB],ROYAUME-UNI,[PA],Prestataires associés,IQVIA Solutions UK Ltd,201 Pentonville Road,"","","",N1 9JY,London
BAHJCJHK,[MQ],MARTINIQUE,[AUT],Autres,PERFUDOM SAS,Immeuble Opale,ZAC Etang Z'Abricot,"","",97200,FORT DE FRANCE
YAFYCMYF,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,HORIBA ABX SAS,Parc Euromédecine ,Rue du Caducée,BP 7290,"",34184,MONTPELLIER Cedex 4
RNHJODNC,[FR],FRANCE,[DM],Dispositifs médicaux,PHYSIO-ASSIST,31 Parc du Golf CS 90519 ,"","","",13593,Aix-en-Provence 
UEGILKIC,[US],ÉTATS-UNIS,[MED],Médicaments humains,"Ionis Pharmaceuticals, Inc.",2855 Gazelle Court,"Ionis Pharmaceuticals, Inc.","","",92010,"Carlsbad, California"
VHUBCNEU,[NO],NORVÈGE,[MED],Médicaments humains,Nordic Nanovector ASA,Kjelsaasveien 168B,"","","",0884,Oslo
WCHGXUDN,[FR],FRANCE,[MED],Médicaments humains,SEPTODONT SAS,58 rue du Pont de Créteil,"","","",94100,SAINT-MAUR-DES-FOSSES
ZRBVHPKT,[FR],FRANCE,[AUT],Autres,Stephenson Etudes,15 rue Chaudron,"","","",75010,Paris
LGBULOYM,[DK],DANEMARK,[MED],Médicaments humains,AZANTA Danmark A/S,Gearhalsvej 1,Gearhalsvej 1,Gearhalsvej 1,Gearhalsvej 1,2500,Valby
DRDGRLAU,[IE],IRLANDE,[MED],Médicaments humains,JAZZ Pharmaceuticals Ireland Limited,"Fifth Floor, Waterloo Exchange, Waterloo Road","","","",Dublin 4,Dublin 
UAGTOORJ,[DE],ALLEMAGNE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,BIO-RAD Medical Diagnostics GmbH,Industriestrasse 1,"","","",63303,DREIEICH
XPZYFOBR,[FR],FRANCE,[MED],Médicaments humains,CERP ROUEN,39 RUE DES AUGUSTINS,"","","",76000,ROUEN
YRKTPPMJ,[FR],FRANCE,[DM],Dispositifs médicaux,SiVIEW SAS,12 Cité emile zola ,"","","",91460,marcoussis
ENLKIGDD,[FR],FRANCE,[DM],Dispositifs médicaux,Sante Soins a Dom 40,1115 route de bretagne,"","","",40280,bretagne de marsan
JDLFCTVR,[GB],ROYAUME-UNI,[DM],Dispositifs médicaux,INTUITIVE SURGICAL LIMITED,16-18 Station Road,Chapeltown,"","",S35 2XH,Sheffield
ENOHWOAG,[FR],FRANCE,[PA],Prestataires associés,CEBIPHAR,1 rue de la Bodinière,"","","",37230,Fondettes
ZMFQZTXF,[SG],SINGAPOUR,[DM],Dispositifs médicaux,BIOSENSORS INTERVENTIONAL TECHNOLOGIES PTE. LTD,36 JALAN TUKANG,"","","",619266,SINGAPORE
XJMRTBPI,[FR],FRANCE,[MED],Médicaments humains,MSD VACCINS,162 Avenue Jean Jaurès,"","","",69007,Lyon
RYJERIVV,[FR],FRANCE,[DM],Dispositifs médicaux,ISIS PAYS DE LA LOIRE,263 RUE PIERRE ET MARIE CURIE,ZAC DE LA NOE BACHELON,"","",44430,LE LOROUX BOTTEREAU
PDBYZRQQ,[NL],PAYS-BAS,[DM],Dispositifs médicaux,BV,Colosseum 25,"","","",7521,ENSCHEDE
